The binary number in column 1 represents the coefficients taken , 1 => +1 coefficient, 0 => -1 coefficient 
 Coefficients     Same sign hamming dist 1     Evaluated value(sorted)
********************************************************************************
For n = 2
110100110001     6     2.23313654965969 
011010101100     6     2.240278826063835 
100101110100     6     2.2638837093885584 
001110011011     5     2.2647224350531836 
110011010001     6     2.2696185874138273 
101101001010     6     2.284737605041982 
010111001100     6     2.2863211675709243 
001101100111     5     2.293078632476808 
110000101111     5     2.2935362096863168 
001110111000     6     2.2967490155059984 
110110000101     6     2.3003171131213094 
111000100110     6     2.3120962917886034 
011011100001     6     2.33084009095489 
010110010111     5     2.3381234633068955 
100100111011     5     2.35000639912848 
110101000110     6     2.3581386332956935 
101100110010     6     2.368566481230767 
010110110100     6     2.3701500437597103 
001100111101     5     2.3862095443237905 
100011011011     5     2.3864884368826162 
011110001010     6     2.3910039394131344 
101011010010     6     2.405048518984904 
111001001001     6     2.4119595923378574 
100110001111     5     2.4171869625900966 
100011111000     6     2.418515017335431 
001011011101     5     2.4226915820779276 
101110000110     6     2.4357470446923855 
001011101011     5     2.4477099404236817 
100110101100     6     2.4492135430429114 
011001011011     5     2.4497659425234444 
110100011100     6     2.451269545142676 
110100101010     6     2.476287903488428 
011100001111     5     2.4804644682309265 
011001111000     6     2.481792522976259 
000110111110     5     2.4870198932284993 
101001010111     5     2.494509047802695 
111000110001     6     2.4957884685266416 
100001111101     5     2.5079755461532214 
011100101100     6     2.5124910486837395 
110011001010     6     2.5127699412425653 
010011100111     5     2.521110968677392 
101001110100     6     2.52653562825551 
100111100001     6     2.5397748079339655 
110101010001     6     2.5418308100337317 
011011001100     6     2.5489730864378757 
111010000101     6     2.5629690319882608 
000111110011     5     2.5775811581195534 
110010110010     6     2.5965988174313495 
011010010111     5     2.6007753821738477 
110001001111     5     2.6022304700603565 
011101100001     6     2.6030523135747936 
001111011000     6     2.605443275880038 
101000111011     5     2.6126583179954315 
010010111101     5     2.614241880524374 
101110010001     6     2.6194392214304236 
111001000110     6     2.620790552162645 
011010110100     6     2.6328019626266608 
110001101100     6     2.6342570505131713 
100101011011     5     2.6587006595025198 
010001111110     5     2.6720634006987583 
101101010010     6     2.6772607416048078 
010111010100     6     2.67884430413375 
101010001111     5     2.6798388814570484 
110000110111     5     2.6860593462491424 
100101111000     6     2.6907272399553346 
001101011101     5     2.694903804697832 
010111100010     6     2.7038626624795024 
101010101100     6     2.7118654619098623 
111000011100     6     2.713921464009627 
001101101011     5     2.7199221630435844 
110110001001     6     2.7271606436880855 
111000101010     6     2.7389398223553796 
111110000000     7     2.745720725790373 
001010111110     5     2.7496718120954498 
100111001100     6     2.757907803416951 
010110011011     5     2.7649669938736716 
011110010010     6     2.78352707597596 
110101001010     6     2.7849821638624697 
010101100111     5     2.7933231912972953 
000111011110     5     2.795714153602539 
010110111000     6     2.7969935743264864 
101011100001     6     2.802426726800917 
111001010001     6     2.804482728900683 
100110010111     5     2.8097100991529222 
011101001100     6     2.821185309057779 
111100000101     7     2.8351812546081634 
001011110011     6     2.8402330769865074 
100110110100     6     2.841736679605737 
101110001010     6     2.8625905752591616 
110100110010     6     2.868811040051254 
001110100111     6     2.870931602693986 
011100010111     6     2.872987604793752 
010100111101     6     2.8864541031442776 
011100110100     6     2.905014185246565 
110011010010     6     2.905293077805391 
101001011011     6     2.921352578369471 
010011011101     6     2.9229361408984156 
110110000110     6     2.935991603512873 
011011010100     6     2.9414962230007022 
010011101011     6     2.947954499244168 
101100001111     6     2.952051104076953 
101001111000     6     2.953379158822286 
011011100010     6     2.9665145813464546 
101100101100     6     2.9840776845297667 
111010001001     7     2.989812562555037 
100011100111     6     2.9926976045234186 
110001010111     6     2.994753606623182 
101011001100     6     3.0205597222839025 
001100111110     5     3.021884034715354 
110001110100     6     3.026780187075997 
011010011011     6     3.027618912740624 
111001001010     6     3.047634082729421 
011001100111     6     3.0559751101642467 
001011011110     5     3.058366072469493 
011010111000     6     3.059645493193437 
101010010111     6     3.072362018019874 
101101100001     7     3.074638949420821 
100010111101     6     3.085828516370401 
101010110100     6     3.104388598472688 
010111011000     6     3.105687834700526 
001101110011     6     3.11244529960641 
110000111011     6     3.1129028768159186 
110110010001     7     3.119683780250911 
111000110010     6     3.1314629589182053 
100001111110     5     3.143650036544785 
011000111101     6     3.149106022011229 
100111010100     6     3.1504309399797767 
100111100010     6     3.175449298325529 
110101010010     6     3.1775053004252953 
001111000111     6     3.1796258630680256 
110010001111     6     3.180083440277535 
011110100001     7     3.180905283791973 
000111101101     6     3.193092361418554 
010101011101     6     3.195148363518319 
111010000110     6     3.1986435223798244 
001111100100     6     3.2116524435208404 
110010101100     6     3.21211002073035 
011101010100     6     3.2137084456206066 
010101101011     6     3.2201667218640715 
100110011011     6     3.2365536297196984 
011101100010     6     3.238726803966359 
010010111110     5     3.2499163709159378 
101110010010     6     3.2551137118219873 
111100001001     7     3.2620247851749395 
100101100111     6     3.264909827143322 
100110111000     6     3.268580210172513 
001110011101     6     3.2727567749150097 
101101001100     6     3.2927719449038064 
001110101011     6     3.297775133260764 
011100011011     6     3.2998311353605283 
110011100001     7     3.302671285621404 
001101011110     5     3.3305782950893956 
011100111000     6     3.3318577158133413 
010011110011     6     3.3404776358069936 
101100010111     6     3.3445742406397785 
100100111101     6     3.3580407389903044 
110110001010     6     3.362835134079649 
011011011000     6     3.3683397535674784 
010110100111     6     3.371176161514474 
101100110100     6     3.3766008210925924 
111010010001     7     3.3823356991178626 
100011011101     6     3.3945227767444424 
011110001100     6     3.3990382792749587 
101011010100     6     3.4130828588467286 
100011101011     6     3.4195411350901948 
110001011011     6     3.4215971371899583 
101011100010     6     3.438101217192481 
111001010010     6     3.4401572192922467 
110100001111     6     3.4522956628974395 
110001111000     6     3.453623717642773 
001011101101     6     3.4557442802855043 
011001011101     6     3.4578002823852705 
111100000110     7     3.470855744999727 
011001101011     7     3.482818640731023 
110100101100     6     3.4843222433502543 
011111000001     7     3.4895995441660146 
101010011011     7     3.4992055485866502 
110011001100     6     3.5208042811043896 
010100111110     6     3.5221285935358413 
101001100111     7     3.5275617460102735 
101010111000     6     3.531232129039464 
010011011110     6     3.5586106312899792 
110010010111     7     3.5726065768403608 
110101100001     7     3.5748835082413084 
100111011000     6     3.577274470546553 
000111110101     6     3.5856154979813795 
110010110100     6     3.6046331572931756 
001111001011     7     3.6064693936348036 
010101110011     7     3.612689858426897 
101000111101     6     3.620692657857256 
111010001010     7     3.6254870529466006 
011010100111     7     3.6338280803814245 
001111101000     6     3.6384959740876184 
011101011000     6     3.640551976187383 
101110100001     7     3.6524919196380004 
111100010001     7     3.654547921737765 
100101011101     6     3.666734999364346 
010111000111     7     3.6798704218885137 
101101010100     6     3.685295081466633 
001110110011     7     3.6902982698235887 
100101101011     7     3.6917533577100983 
101101100010     7     3.7103134398123854 
010111100100     6     3.7118970023413285 
111000001111     7     3.714947581764391 
100010111110     6     3.7215030067619645 
001101101101     6     3.727956502905406 
111000101100     6     3.7469741622172057 
110110010010     7     3.755358270642475 
101100011011     7     3.7714177712065546 
010110011101     6     3.7730013337354977 
011000111110     6     3.7847805124027927 
011110010100     6     3.7915614158377844 
110101001100     6     3.793016503724294 
010110101011     7     3.79801969208125 
101100111000     6     3.8034443516593686 
100011110011     7     3.8120642716530204 
011110100010     7     3.8165797741835368 
000111101110     6     3.8287668518101183 
010101011110     6     3.830822853909882 
111001100001     7     3.83753542710826 
101011011000     6     3.8399263894135047 
100110100111     7     3.8427627973605007 
110100010111     7     3.844818799460265 
001011110101     6     3.848267416848329 
101110001100     6     3.8706249151209855 
011001110011     7     3.8753417772938485 
110100110100     6     3.87684537991308 
111100001010     7     3.897699275566503 
011100100111     7     3.906040303001329 
001110011110     6     3.9084312653065743 
110011010100     6     3.9133274176672153 
101001011101     6     3.9293869182312973 
110011100010     7     3.9383457760129676 
011011000111     7     3.942522340755466 
101001101011     7     3.9544052765770497 
010011101101     6     3.9559888391059923 
101111000001     7     3.9611861800120414 
011011100100     6     3.9745489212082807 
100100111110     6     3.993715229381868 
001111010011     7     3.9989925301976283 
110010011011     7     3.999450107407137 
000111111001     6     4.0124590285481565 
111010010010     7     4.018010189509426 
110001100111     7     4.027806304830761 
100011011110     6     4.030197267136006 
001111110000     6     4.031019110650443 
110010111000     6     4.031476687859952 
011010011101     6     4.03565325260245 
111001001100     6     4.055668422591245 
011010101011     7     4.060671610948201 
100101110011     7     4.084276494272924 
001011101110     6     4.091418770677069 
011001011110     6     4.093474772776832 
101010100111     7     4.105414716227452 
010111001011     7     4.10671395245529 
111000010111     7     4.1074707183272166 
101101011000     6     4.112138612033409 
001101110101     6     4.120479639468232 
110000111101     6     4.120937216677743 
011111000010     7     4.125274034557578 
010111101000     6     4.138740532908105 
111000110100     6     4.139497298780031 
100111000111     7     4.15145705773454 
110110100001     7     4.152736478458488 
100111100100     6     4.183483638187355 
110101010100     6     4.18553964028712 
010110110011     7     4.190542828644076 
110101100010     7     4.210557998632872 
011101000111     7     4.214734563375369 
011110011000     6     4.2184049464045605 
000111110110     6     4.221289988372944 
010101101101     6     4.228201061725895 
100110011101     6     4.2445879695815245 
011101100100     6     4.246761143828183 
101000111110     6     4.2563671482488195 
101110010100     6     4.263148051683811 
100110101011     7     4.269606327927277 
110100011011     7     4.271662330027041 
001011111001     6     4.275110947415107 
101110100010     7     4.288166410029564 
111100010010     7     4.290222412129329 
100101011110     6     4.302409489755909 
110100111000     6     4.303688910479856 
001110101101     6     4.3058094731225856 
011100011101     6     4.307865475222353 
011100101011     7     4.332883833568107 
110011011000     6     4.340170948233991 
101001110011     7     4.346928413139875 
010011110101     6     4.348511975668818 
001101101110     6     4.3636309932969715 
011011001011     7     4.36936587132224 
110110001100     6     4.370869473941473 
101100100111     7     4.3776269388473565 
011011101000     6     4.401392451775055 
010110011110     6     4.408675824127061 
101011000111     7     4.414108976601492 
111010100001     7     4.415388397325439 
100011101101     6     4.427575474952019 
110001011101     6     4.429631477051784 
101011100100     6     4.446135557054307 
111001010100     6     4.448191559154071 
011010110011     7     4.453194747511026 
110001101011     7     4.454649835397537 
110111000001     7     4.4614307388325285 
000011111111     6     4.465381825137604 
111001100010     7     4.473209917499823 
001011110110     7     4.4839419072398945 
011001101101     7     4.490852980592847 
010111010011     7     4.4992370890181155 
101010011101     7     4.507239888448476 
010111110000     6     4.53126366947093 
101010101011     7     4.532258246794228 
111000011011     7     4.534314248893993 
001101111001     6     4.54732317003501 
101001011110     7     4.56506140862286 
111000111000     6     4.5663408293468075 
100111001011     7     4.578300588301317 
010011101110     7     4.591663329497556 
101111000010     7     4.596860670403605 
110010100111     8     4.605659275047939 
100111101000     6     4.610327168754131 
110101011000     6     4.612383170853896 
001111001101     7     4.614503733496629 
010101110101     7     4.620724198288721 
111010001100     7     4.633521392808424 
011101001011     7     4.6415780939421465 
000111111010     6     4.648133518939718 
100110110011     7     4.662129464490103 
011010011110     7     4.671327742994012 
011101101000     6     4.673604674394961 
101101000111     8     4.686321199221396 
111100100001     7     4.687600619945342 
101110011000     6     4.689991582250587 
001110110101     7     4.698332609685411 
100101101101     7     4.699787697571922 
101101100100     7     4.718347779674211 
111011000001     7     4.72408265769948 
011100110011     7     4.7254069701309325 
000101111111     7     4.7375940477575105 
001101110110     7     4.756154129859797 
110000111110     7     4.756611707069307 
011011010011     7     4.761889007885066 
110110010100     7     4.763392610504298 
010011111001     6     4.775355506235594 
101100011101     7     4.77945211106838 
110110100010     7     4.788410968850051 
011110000111     8     4.792587533592548 
011011110000     6     4.793915588337881 
101100101011     7     4.804470469414133 
010110101101     7     4.8060540319430745 
100011110101     7     4.820098611514845 
011110100100     7     4.824614114045363 
101011001011     7     4.840952507168268 
110001110011     7     4.8471729719603625 
010101101110     7     4.863875552117459 
101011101000     6     4.872979087621083 
111001011000     6     4.875035089720847 
110100100111     8     4.877871497667844 
100110011110     7     4.880262459973088 
011001110101     7     4.883376117155673 
111100001100     8     4.9057336154283275 
001011111010     7     4.910785437806669 
110011000111     8     4.914353535421979 
101010110011     7     4.924781383357054 
001110101110     8     4.941483963514151 
011100011110     8     4.943539965613918 
110011100100     7     4.946380115874794 
101001101101     8     4.962439616438873 
100111010011     7     4.970823724864142 
010011110110     7     4.984186466060382 
111101000001     7     4.996294880319383 
001001111111     8     5.000245966624461 
100111110000     6     5.002850305316957 
001111010101     7     5.0070268700594545 
110010011101     8     5.007484447268963 
111010010100     7     5.02604452937125 
001111100011     7     5.032045228405205 
110010101011     8     5.032502805614715 
011101010011     7     5.034101230504972 
010101111001     7     5.047567728855497 
111010100010     7     5.051062887717002 
100011101110     8     5.063249965343583 
110001011110     8     5.065305967443347 
011101110000     6     5.066127810957787 
011010101101     8     5.068705950810027 
100101110101     7     5.092310834134747 
110111000010     7     5.097105229224092 
101101001011     8     5.113164729788172 
010111001101     8     5.114748292317116 
001110111001     7     5.125176140252189 
011001101110     8     5.126527470984409 
011111000100     7     5.133308374419403 
111000100111     8     5.140523416534795 
101010011110     8     5.1429143788400395 
101101101000     7     5.145191310240987 
001101111010     7     5.1829976604265715 
110101000111     8     5.186565758041883 
110110011000     7     5.1902361410710744 
101100110011     7     5.196993605976958 
010110110101     7     5.1985771685059 
110101100100     7     5.218592338494698 
011110001011     8     5.219431064159324 
101011010011     7     5.233475643731094 
100011111001     7     5.246942142081621 
001111001110     8     5.250178223888191 
011110101000     7     5.251457644612139 
010101110110     7     5.256398688680284 
101110000111     8     5.264174169438575 
101011110000     6     5.2655022241839085 
100110101101     8     5.277640667789101 
110100011101     8     5.279696669888867 
101110100100     7     5.29620074989139 
111100010100     8     5.298256751991153 
110100101011     8     5.30471502823462 
011001111001     8     5.310219647722447 
000110111111     9     5.31544701797469 
111100100010     7     5.323275110336906 
001110110110     8     5.334007100076977 
100101101110     8     5.335462187963485 
011100101101     8     5.340918173429929 
110011001011     8     5.341197065988755 
101001110101     8     5.354962753001699 
111011000010     7     5.3597571480910435 
110011101000     7     5.37322364644157 
011011001101     8     5.377400211184066 
010011111010     8     5.411029996627158 
101100011110     9     5.415126601459944 
110010110011     8     5.425025942177541 
001111011001     8     5.433870400626229 
010110101110     8     5.441728522334638 
111001000111     8     5.449217676908835 
111010011000     8     5.452888059938026 
100011110110     8     5.455773101906408 
011010110101     8     5.461229087372852 
110001101101     8     5.46268417525936 
111001100100     7     5.4812442573616496 
010001111111     9     5.500490525444948 
101101010011     8     5.505687866350998 
010111010101     8     5.507271428879942 
011001110110     8     5.519050607547235 
100101111001     8     5.5191543647015235 
010111100011     7     5.532289787225694 
101101110000     7     5.537714446803813 
101010101101     8     5.540292586656053 
111000011101     9     5.542348588755819 
011111001000     7     5.560151904986179 
111000101011     8     5.567366947101571 
111110000001     7     5.574147850536563 
001010111111     9     5.5780989368416405 
100111001101     8     5.586334928163143 
101001101110     8     5.598114106830437 
101111000100     7     5.604895010265429 
011110010011     8     5.61195420072215 
110101001011     8     5.6134092886086595 
000111011111     9     5.62414127834873 
010110111001     8     5.625420699072676 
111101000010     7     5.631969370710947 
001111010110     8     5.642701360451016 
110010011110     9     5.643158937660527 
011110110000     7     5.643980781174965 
110101101000     7     5.645435869061474 
011101001101     8     5.649612433803973 
000111111100     8     5.6561678588015445 
100110110101     8     5.670163804351927 
010101111010     8     5.68324221924706 
101110001011     8     5.691017700005351 
110100110011     8     5.6972381647974455 
011010101110     8     5.704380441201589 
101110101000     7     5.723044280458166 
111100011000     8     5.725100282557929 
100101110110     8     5.727985324526311 
011100110101     8     5.733441309992755 
110011010011     8     5.733720202551581 
010111001110     8     5.75042278270868 
001110111010     8     5.760850630643751 
110110000111     8     5.764418728259062 
110011110000     7     5.765746783004396 
011011010101     8     5.769923347746892 
101001111001     8     5.781806283568475 
011011100011     7     5.794941706092646 
110110100100     7     5.796445308711877 
101100101101     8     5.812504809275957 
010110110110     8     5.834251658897464 
101011001101     8     5.848986847030094 
001100111111     9     5.850311159461543 
110001110101     8     5.855207311822186 
111001001011     8     5.876061207475611 
100011111010     8     5.882616632473185 
001011011111     9     5.88679319721568 
011010111001     8     5.888072617939627 
111001101000     7     5.908087787928426 
100110101110     8     5.913315158180665 
110100011110     9     5.915371160280431 
001011111100     8     5.918819777668495 
101010110101     8     5.932815723218878 
010111011001     8     5.934114959446718 
011001111010     8     5.945894138114013 
011111010000     7     5.952675041549004 
111000110011     8     5.959890083664397 
100001111111     9     5.972077161290975 
011100101110     8     5.976592663821495 
100111010101     8     5.978858064725968 
101001110110     8     5.990637243393262 
100111100011     7     6.003876423071721 
110101010011     8     6.005932425171485 
011011001110     8     6.013074701575632 
111010000111     8     6.027070647126013 
101111001000     7     6.0317385408322055 
110101110000     7     6.0379590056243 
001111100101     7     6.040079568267031 
110010101101     8     6.04053714547654 
011101010101     8     6.042135570366798 
111010100100     7     6.059097227578828 
011101100011     7     6.067153928712549 
001111011010     8     6.069544891017794 
010010111111     9     6.078343495662129 
101110010011     8     6.083540836568177 
011010110110     8     6.096903577764414 
100110111001     8     6.097007334918703 
110001101110     8     6.098358665650924 
110111000100     7     6.1051395690859165 
101110110000     7     6.1155674170209915 
101101001101     8     6.1211990696499985 
010111010110     8     6.142945919271505 
100101111010     8     6.154828855093087 
001101011111     9     6.159005419835583 
011100111001     8     6.160284840559533 
101010101110     8     6.175967077047616 
111000011110     9     6.1780230791473825 
001101111100     8     6.191032000288398 
110110001011     8     6.191262258825838 
011011011001     8     6.19676687831367 
101100110101     8     6.205027945838783 
111110000010     7     6.209822340928127 
100111001110     8     6.222009418554706 
110110101000     7     6.223288839278653 
011110001101     8     6.22746540402115 
101011010101     8     6.24150998359292 
010110111010     8     6.26109518946424 
101011100011     7     6.266528341938672 
111001010011     8     6.268584344038437 
110001111001     8     6.282050842388962 
011101001110     8     6.2852869241955345 
111100000111     8     6.299282869745917 
111001110000     7     6.300610924491251 
100110110110     8     6.305838294743491 
110100101101     8     6.312749368096444 
111100100100     8     6.331309450198732 
110011001101     8     6.349231405850581 
010100111111     10     6.350555718282032 
101010111001     9     6.359659253785654 
111011000100     7     6.367791487952868 
011100110110     9     6.3691158003843205 
010011011111     9     6.387037756036169 
011011010110     8     6.4055978381384575 
100111011001     8     6.4057015952927445 
101001111010     9     6.417480773960039 
010011111100     9     6.419064336488984 
101111010000     7     6.424261677395031 
110010110101     9     6.433060282039365 
101100101110     9     6.448179299667521 
111010001011     8     6.4539141776927895 
001111101001     8     6.466923098833806 
011101011001     8     6.468979100933573 
101011001110     8     6.484661337421658 
111010101000     8     6.485940758145604 
110001110110     9     6.4908818022137496 
101101010101     8     6.513722206212824 
011010111010     9     6.523747108331192 
110111001000     7     6.531983099652693 
101101100011     8     6.5387405645585766 
010111100101     8     6.540324127087518 
100010111111     10     6.549930131508156 
101010110110     9     6.568490213610442 
010111011010     8     6.569789449838281 
111000101101     9     6.5754012869633955 
110110010011     8     6.583785395388664 
011000111111     10     6.613207637148984 
100111010110     8     6.614532555117532 
110110110000     8     6.615811975841479 
011110010101     8     6.619988540583976 
110101001101     8     6.621443628470486 
101100111001     9     6.631871476405559 
111101000100     8     6.640003710572771 
011110100011     8     6.645006898929728 
000111101111     10     6.65719397655631 
010101011111     10     6.659249978656072 
101011011001     9     6.668353514159696 
001111100110     9     6.675754058658593 
110010101110     9     6.676211635868103 
011101010110     9     6.67781006075836 
010101111100     10     6.6912765591088865 
101110001101     8     6.699052039867177 
110100110101     9     6.70527250465927 
111100001011     8     6.726126400312693 
100110111010     9     6.732681825310267 
001110011111     9     6.736858390052762 
110011010101     9     6.741754542413407 
101101001110     9     6.756873560041562 
111100101000     8     6.758152980765508 
110011100011     9     6.766772900759159 
001110111100     9     6.768884970505577 
111011001000     8     6.794635018519644 
011100111010     9     6.795959330951095 
011011100101     9     6.802976045954469 
100100111111     10     6.822142354128059 
011011011010     9     6.832441368705232 
101100110110     9     6.840702436230346 
111010010011     8     6.846437314255615 
100011011111     10     6.858624391882196 
001111110001     9     6.859446235396631 
110010111001     9     6.859903812606142 
011110001110     8     6.863139894412714 
101011010110     9     6.877184473984483 
111010110000     8     6.87846389470843 
111001001101     9     6.884095547337437 
100011111100     10     6.890650972335011 
110001111010     10     6.917725332780526 
001011101111     10     6.9198458954232605 
011001011111     10     6.921901897523024 
110111010000     8     6.924506236215518 
101101011001     9     6.9405657367796 
110100101110     9     6.948423858488008 
011111000011     8     6.953701159303768 
011001111100     10     6.953928477975839 
010111101001     9     6.9671676576542945 
111000110101     9     6.967924423526221 
110011001110     9     6.984905896242145 
011111100000     8     6.985727739756583 
101010111010     9     6.995333744177218 
100111100101     9     7.011910762933545 
110101010101     9     7.013966765033311 
110101100011     9     7.038985123379064 
100111011010     9     7.041376085684308 
011110011001     8     7.046832071150752 
000111110111     10     7.049717113119136 
111101001000     8     7.0668472411395475 
110010110110     9     7.068734772430929 
011101100101     9     7.075188268574375 
001111011100     9     7.077579230879617 
101000111111     10     7.08479427299501 
101110010101     8     7.091575176430003 
001111101010     9     7.102597589225371 
011101011010     9     7.104653591325138 
101110100011     8     7.116593534775755 
111100010011     8     7.118649536875519 
100101011111     10     7.1308366145020985 
110100111001     9     7.132116035226046 
101101010110     9     7.149396696604388 
111100110000     8     7.1506761173283335 
100101111100     10     7.162863194954913 
110011011001     9     7.168598072980183 
010111100110     9     7.175998617479082 
111011010000     8     7.18715815508247 
001101101111     10     7.192058118043163 
110110001101     8     7.199296598687664 
111000101110     9     7.211075777354959 
111110000100     8     7.217856680789951 
011011101001     10     7.229819576521247 
010110011111     10     7.237102948873251 
011110010110     9     7.25566303097554 
110101001110     9     7.257118118862049 
101100111010     9     7.2675459667971225 
010110111100     10     7.269129529326066 
101011100101     10     7.2745626818004965 
111001010101     9     7.276618683900263 
111001100011     9     7.301637042246015 
101011011010     10     7.30402800455126 
001011110111     11     7.312369031986086 
101110001110     9     7.334726530258741 
110100110110     9     7.3409469950508335 
010111110001     10     7.35969079421712 
110011010110     10     7.3774290328049705 
101001011111     10     7.39348853336905 
111000111001     9     7.394767954092997 
010011101111     11     7.420090454243748 
101111000011     9     7.425287795149795 
101001111100     10     7.425515113821865 
011011100110     10     7.438650536346034 
100111101001     10     7.438754293500321 
110101011001     9     7.440810295600087 
101111100000     9     7.45731437560261 
111101010000     8     7.459370377702373 
111010001101     9     7.461948517554616 
000111111011     11     7.47656064368591 
001111110010     11     7.495120725788197 
110010111010     10     7.495578302997705 
011010011111     10     7.4997548677402035 
011101101001     10     7.502031799141149 
101110011001     10     7.518418706996778 
111001001110     9     7.519770037729001 
011010111100     10     7.531781448193018 
101101100101     10     7.546774904420401 
101101011010     10     7.576240227171164 
010111011100     11     7.577823789700106 
001101110111     11     7.584581254605989 
110000111111     10     7.585038831815497 
110110010101     10     7.59181973525049 
010111101010     11     7.602842148045858 
111000110110     9     7.603598913917785 
110110100011     10     7.616838093596242 
011011110001     10     7.622342713084072 
111110001000     9     7.644700211356727 
100111100110     11     7.647585253325109 
110101010110     10     7.649641255424875 
011110100101     10     7.653041238791553 
011110011010     10     7.682506561542316 
010101101111     11     7.69230267686365 
101011101001     10     7.701406212367273 
111001011001     9     7.703462214467039 
100110011111     11     7.708689584719278 
011101100110     10     7.710862758965939 
101110010110     10     7.7272496668215656 
111100001101     9     7.734160740174519 
001011111011     11     7.7392125625528605 
100110111100     11     7.740716165172093 
110100111010     10     7.76779052561761 
001110101111     12     7.769911088260343 
011100011111     11     7.771967090360106 
110011100101     10     7.774807240620984 
011100111100     11     7.803993670812921 
110011011010     10     7.804272563371747 
010011110111     11     7.812613590806573 
100111110001     11     7.831277430063147 
110110001110     10     7.834971089079228 
011011011100     11     7.840475708567058 
111010010101     10     7.854471654117441 
011011101010     11     7.865494066912812 
111010100011     10     7.879490012463194 
100011101111     11     7.891677090089774 
110001011111     10     7.893733092189537 
011101110001     11     7.894554935703975 
101011100110     11     7.91023717219206 
111001010110     10     7.912293174291826 
110111000011     10     7.925532353970282 
110001111100     10     7.925759672642352 
011001101111     11     7.954954595730604 
110111100000     10     7.957558934423097 
011111000101     11     7.961735499165594 
101010011111     11     7.971341503586229 
101101101001     11     7.973618434987177 
010111110010     11     7.995365284608684 
101010111100     11     8.003368084039044 
001101111011     12     8.011424785172764 
110110011001     10     8.018663265817265 
111000111010     10     8.03044244448456 
111110010000     10     8.037223347919554 
110101100101     10     8.047019463240888 
100111011100     11     8.049410425546132 
100111101010     11     8.074428783891886 
110101011010     10     8.076484785991651 
001111001111     12     8.078605348634383 
011110101001     11     8.07988476935833 
010101110111     11     8.084825813426477 
101011110001     11     8.093929348930098 
111010001110     10     8.09762300794618 
001111101100     12     8.110631929087198 
011101011100     11     8.112687931186962 
101110100101     11     8.124627874637579 
111100010101     10     8.126683876737346 
011101101010     11     8.137706289532716 
111100100011     10     8.151702235083096 
101110011010     11     8.154093197388342 
001110110111     12     8.16243422482317 
100101101111     11     8.163889312709678 
101101100110     11     8.182449394811965 
111011000011     10     8.188184272837233 
110011101001     10     8.20165077118776 
111011100000     10     8.220210853290048 
110110010110     10     8.227494225642053 
010011111011     11     8.239457121373352 
101100011111     11     8.243553726206134 
011011110010     12     8.258017203475639 
010110101111     12     8.27015564708083 
101100111100     11     8.275580306658949 
111010011001     11     8.281315184684217 
100011110111     11     8.2842002266526 
011110100110     12     8.288715729183117 
111001100101     11     8.30967138210784 
101011011100     11     8.312062344413084 
101011101010     11     8.337080702758838 
111001011010     11     8.339136704858603 
011001110111     12     8.34747773229343 
101101110001     11     8.366141571550003 
111100001110     11     8.369835230566082 
011111001001     12     8.388579029732373 
110011100110     11     8.410481731012549 
101001101111     11     8.42654123157663 
101111000101     11     8.43332213501162 
111101000011     11     8.460396495457136 
100111110010     11     8.46695192045471 
001111010111     12     8.471128485197209 
110010011111     11     8.471586062406718 
011110110001     12     8.472407905921155 
110101101001     11     8.473862993807664 
000111111101     12     8.484594983547733 
111010010110     11     8.490146144509005 
111101100000     11     8.49242307590995 
001111110100     12     8.503155065650024 
110010111100     11     8.503612642859533 
010101111011     12     8.511669343993255 
011101110010     12     8.530229426095541 
011010101111     12     8.532807565947785 
101110101001     11     8.551471405204355 
111100011001     11     8.55352740730412 
100101110111     11     8.556412449272502 
010111001111     12     8.57884990745487 
101101011100     11     8.584274567032988 
001110111011     12     8.589277755389944 
110011110001     11     8.594173907750587 
011111000110     12     8.59740998955716 
101101101010     11     8.60929292537874 
010111101100     12     8.610876487907685 
110110100101     11     8.624872433458066 
110110011010     11     8.654337756208829 
010110110111     12     8.662678783643656 
110101100110     11     8.682693953632452 
011110011100     12     8.690540901404141 
100011111011     11     8.711043757219377 
011110101010     12     8.715559259749895 
101011110010     12     8.729603839321664 
111001101001     12     8.736514912674615 
100110101111     12     8.741742282926856 
110100011111     12     8.743798285026621 
001011111101     12     8.747246902414684 
101110100110     12     8.760302365029142 
111100010110     12     8.762358367128908 
011001111011     12     8.774321262860205 
110100111100     12     8.775824865479436 
011111010001     12     8.781102166295199 
011100101111     12     8.805019788567687 
110011011100     12     8.812306903233573 
101001110111     12     8.819064368139456 
110011101010     12     8.837325261579323 
011011001111     12     8.841501826321824 
101111001001     12     8.860165665578398 
110101110001     12     8.86638613037049 
011011101100     12     8.87352840677464 
111010100101     12     8.88752435232502 
001111011011     12     8.897972015763983 
111010011010     12     8.91698967507578 
011010110111     12     8.92533070251061 
110001101111     12     8.926785790397116 
001111111000     12     8.929998596216798 
110111000101     12     8.933566693832109 
101110110001     12     8.94399454176718 
111001100110     12     8.945345872499402 
010111010111     12     8.971373044017696 
100101111011     12     8.98325597983928 
101101110010     12     9.001816061941566 
010111110100     12     9.00339962447051 
101010101111     12     9.00439420179381 
111000011111     12     9.006450203893571 
001101111101     12     9.01945912503459 
011111001010     12     9.024253520123935 
111110000011     12     9.038249465674316 
