The binary number in column 1 represents the coefficients taken , 1 => +1 coefficient, 0 => -1 coefficient 
 Coefficients     Same sign hamming dist 1     Evaluated value(sorted)
********************************************************************************
For n = 2
01011011     3     2.554233301012982 
01111000     4     2.586259881465797 
11001100     4     2.6534404449274134 
10010111     3     2.705242740663385 
10110100     4     2.737269321116199 
11010100     4     3.0459635814902395 
11100010     4     3.070981939835992 
10011011     4     3.132086271230161 
01100111     4     3.1604424686537844 
10111000     4     3.164112851682975 
00111101     4     3.2535733805007667 
11011000     4     3.4728071120570156 
01011101     4     3.562267640874808 
01101011     5     3.5872859992205606 
10100111     5     3.7382954388709626 
00111110     4     3.8892478708923304 
01110011     5     3.9798091357833862 
11000111     5     4.046989699245003 
11100100     4     4.079016279697817 
10011101     4     4.140120611091986 
10101011     5     4.165138969437739 
01011110     4     4.197942131266371 
11001011     5     4.473833229811779 
11101000     4     4.505859810264593 
10110011     5     4.557662106000565 
01101101     5     4.5953203390823845 
10011110     5     4.775795101483551 
11010011     5     4.866356366374605 
11110000     4     4.898382946827419 
01110101     5     4.98784347564521 
10101101     6     5.173173309299564 
01101110     6     5.230994829473948 
01111001     6     5.414687006211986 
11001101     6     5.481867569673605 
10110101     6     5.56569644586239 
01110110     6     5.623517966036774 
10101110     6     5.808847799691128 
11010101     6     5.87439070623643 
11100011     5     5.899409064582183 
10111001     6     5.992539976429166 
01111010     6     6.05036149660355 
11001110     6     6.117542060065168 
10110110     6     6.201370936253953 
11011001     6     6.301234236803206 
11010110     6     6.510065196627994 
10111010     7     6.6282144668207295 
00111111     8     6.7176749956385216 
11100101     7     6.907443404444008 
11011010     7     6.93690872719477 
01011111     8     7.026369256012561 
01111100     8     7.058395836465376 
11101001     8     7.334286935010784 
11100110     8     7.5431178948355715 
10011111     8     7.604222226229741 
10111100     8     7.636248806682556 
11110001     8     7.72681007157361 
11011100     8     7.944943067056595 
11101010     8     7.969961425402348 
01101111     8     8.05942195422014 
11110010     8     8.362484561965173 
01110111     8     8.451945090782965 
10101111     8     8.63727492443732 
01111011     8     8.878788621349742 
11001111     8     8.945969184811359 
11101100     8     8.977995765264174 
10110111     8     9.029798061000145 
11010111     8     9.338492321374185 
11110100     8     9.370518901827 
10111011     8     9.456641591566921 
11011011     8     9.76533585194096 
11111000     8     9.797362432393776 
01111101     8     9.886822961211566 
11100111     8     10.371545019581763 
10111101     8     10.464675931428745 
01111110     8     10.52249745160313 
11011101     8     10.773370191802787 
11101011     8     10.79838855014854 
10111110     8     11.100350421820309 
11110011     8     11.190911686711365 
11011110     8     11.40904468219435 
11101101     8     11.806422890010364 
11110101     8     12.19894602657319 
11101110     8     12.442097380401927 
11111001     8     12.625789557139965 
11110110     8     12.834620516964753 
11111010     8     13.261464047531529 
01111111     8     13.35092457634932 
10111111     8     13.9287775465665 
11011111     8     14.23747180694054 
11111100     8     14.269498387393355 
11101111     8     15.270524505148119 
11110111     8     15.663047641710945 
11111011     8     16.08989117227772 
11111101     8     17.097925512139543 
11111110     8     17.73360000253111 
11111111     8     20.562027127277297 
********************************************************************************
For n = 9
101011000     5     0.0033619479029787236 
000111110     4     0.14759048411838904 
110010100     5     0.15437138755338076 
110100010     5     0.17938974589913315 
001110011     4     0.2381517490094449 
100100111     4     0.2688502747169257 
011000111     4     0.30533231247106185 
011100100     5     0.3373588929238758 
010011101     4     0.39846322431804504 
010101011     4     0.42348158266379743 
001011110     4     0.45628474449243006 
111000010     5     0.4880840062731746 
101000111     4     0.5775445350909663 
110011000     5     0.5812149181201569 
101100100     5     0.6095711155437802 
100011101     4     0.6706754469379494 
100101011     4     0.6956938052837018 
011001011     4     0.732175843037838 
011101000     5     0.7642024234906519 
010110011     4     0.816004719226624 
001101101     4     0.8536629523084431 
101001011     4     1.0043880656577424 
010011110     4     1.0341377147096096 
101101000     5     1.0364146461105563 
100110011     4     1.088216941846528 
011010011     4     1.1246989796006637 
110000111     4     1.1553975053081444 
011110000     5     1.1567255600534776 
110100100     5     1.1874240857609593 
001110101     4     1.2461860888712688 
100011110     4     1.3063499373295135 
101010011     4     1.396911202220568 
101110000     5     1.428937782673382 
010101101     4     1.4315159225256227 
001101110     4     1.4893374427000068 
111000100     5     1.496118346134999 
110001011     4     1.5822410358749206 
110101000     5     1.6142676163277354 
001111001     4     1.673029619438045 
100101101     4     1.7037281451455266 
011001101     4     1.7402101828996632 
010110101     4     1.8240390590884483 
001110110     4     1.8818605792628325 
111001000     5     1.922961876701775 
110010011     4     1.9747641724377463 
110110000     5     2.006790752890561 
101001101     4     2.0124224055195676 
010101110     4     2.0671904129171863 
100110101     4     2.0962512817083523 
011010101     4     2.132733319462489 
011100011     4     2.1577516778082413 
010111001     4     2.2508825896552245 
001111010     4     2.3087041098296086 
111010000     5     2.3154850132646008 
100101110     4     2.3394026355370903 
011001110     4     2.375884673291227 
101010101     4     2.4049455420823933 
101100011     4     2.4299639004281457 
010110110     4     2.459713549480012 
100111001     4     2.5230948122751284 
011011001     4     2.559576850029265 
110001101     4     2.5902753757367467 
101001110     4     2.6480968959111313 
100110110     4     2.731925772099916 
011010110     4     2.7684078098540525 
101011001     5     2.8317890726491695 
010111010     4     2.886557080046788 
000111111     4     2.97601760886458 
110010101     5     2.9827985122995724 
110100011     5     3.0078168706453248 
101010110     4     3.040620032473957 
100111010     4     3.158769302666692 
011100101     5     3.1657860176700665 
011011010     4     3.1952513404208287 
110001110     4     3.2259498661283104 
001011111     4     3.28471186923862 
111000011     5     3.3165111310193645 
001111100     4     3.3167384496914347 
111100000     5     3.3485377114721793 
110011001     5     3.409642042866348 
101100101     5     3.437998240289971 
101011010     5     3.467463563040733 
011101001     5     3.5926295482368427 
110010110     5     3.6184730026911356 
011100110     5     3.80146050806163 
010011111     5     3.8625648394557994 
101101001     5     3.864841770856747 
010111100     4     3.8945914199086142 
011110001     5     3.9851526847996683 
110100101     5     4.015851210507149 
110011010     5     4.045316533257912 
101100110     5     4.073672730681535 
100011111     5     4.134777062075703 
100111100     4     4.166803642528518 
011011100     4     4.203285680282654 
011101010     5     4.228304038628407 
101110001     5     4.257364907419572 
001101111     5     4.317764567446199 
111000101     5     4.324545470881191 
110101001     5     4.442694741073925 
101011100     5     4.475497902902558 
101101010     5     4.50051626124831 
011110010     5     4.620827175191232 
110100110     6     4.651525700898713 
001110111     6     4.7102877040090245 
111001001     5     4.751389001447967 
110110001     5     4.835217877636751 
101110010     5     4.893039397811136 
010101111     6     4.895617537663378 
111000110     6     4.960219961272754 
110011100     6     5.0533508731197365 
110101010     6     5.078369231465489 
001111011     6     5.137131234575801 
111010001     5     5.143912138010792 
100101111     7     5.167829760283282 
011001111     7     5.204311798037418 
011101100     6     5.236338378490233 
010110111     6     5.288140674226204 
111001010     6     5.38706349183953 
110110010     6     5.470892368028315 
101001111     7     5.476524020657322 
101101100     6     5.508550601110136 
100110111     7     5.560352896846108 
011010111     7     5.596834934600244 
011110100     6     5.6288615150530585 
010111011     7     5.71498420479298 
111010010     6     5.779586628402356 
101010111     7     5.869047157220147 
101110100     6     5.901073737672962 
100111011     7     5.987196427412884 
011011011     7     6.02367846516702 
110001111     7     6.0543769908745 
011111000     6     6.055705045619835 
110101100     6     6.086403571327315 
001111101     7     6.145165574437625 
111100001     5     6.176964836218369 
101011011     7     6.295890687786923 
101111000     7     6.327917268239738 
111001100     6     6.395097831701355 
110010111     7     6.446900127437326 
110110100     7     6.478926707890141 
011100111     7     6.629887632807822 
010111101     8     6.7230185446548045 
001111110     9     6.780840064829189 
111010100     7     6.78762096826418 
111100010     7     6.812639326609933 
110011011     7     6.873743658004102 
101100111     8     6.902099855427726 
110111000     7     6.905770238456917 
100111101     8     6.995230767274708 
011011101     8     7.031712805028846 
011101011     8     7.056731163374598 
111011000     8     7.2144644988309565 
101011101     8     7.3039250276487495 
101101011     8     7.328943385994502 
010111110     9     7.358693035046368 
011110011     9     7.449254299937424 
110100111     8     7.479952825644904 
100111110     9     7.630905257666272 
011011110     9     7.66738729542041 
101110011     9     7.721466522557328 
111000111     9     7.788647086018944 
111100100     9     7.820673666471759 
110011101     9     7.881777997865928 
110101011     9     7.9067963562116805 
101011110     9     7.939599518040312 
011101101     9     8.064765503236423 
111001011     9     8.21549061658572 
111101000     9     8.247517197038535 
110110011     9     8.299319492774506 
101101101     9     8.336977725856325 
011110101     9     8.457288639799248 
110011110     9     8.517452488257492 
111010011     9     8.608013753148546 
111110000     9     8.64004033360136 
011101110     9     8.700439993627986 
101110101     9     8.729500862419151 
011111001     9     8.884132170366025 
110101101     9     8.914830696073505 
101101110     9     8.972652216247889 
011110110     9     9.092963130190812 
101111001     9     9.156344392985927 
111001101     9     9.223524956447546 
110110101     9     9.30735383263633 
101110110     9     9.365175352810715 
011111010     9     9.519806660757588 
110101110     9     9.550505186465069 
001111111     9     9.609267189575379 
111010101     9     9.616048093010372 
111100011     9     9.641066451356124 
110111001     9     9.734197363203107 
101111010     9     9.79201888337749 
111001110     9     9.85919944683911 
110110110     9     9.943028323027894 
111011001     9     10.042891623577148 
010111111     9     10.18712015979256 
111010110     9     10.251722583401936 
110111010     9     10.36987185359467 
100111111     9     10.459332382412462 
011011111     9     10.4958144201666 
011111100     9     10.527841000619414 
111100101     9     10.649100791217949 
111011010     9     10.678566113968712 
101011111     9     10.768026642786502 
101111100     9     10.800053223239317 
111101001     9     11.075944321784725 
111100110     9     11.284775281609512 
110011111     9     11.345879613003682 
110111100     9     11.377906193456496 
111110001     9     11.46846745834755 
011101111     9     11.528867118374178 
111011100     9     11.686600453830536 
111101010     9     11.711618812176289 
101101111     9     11.80107934099408 
011110111     9     11.921390254937004 
111110010     9     12.104141948739114 
101110111     9     12.193602477556906 
011111011     9     12.34823378550378 
110101111     9     12.37893231121126 
101111011     9     12.620446008123682 
111001111     9     12.6876265715853 
111101100     9     12.719653152038115 
110110111     9     12.771455447774086 
111010111     9     13.080149708148125 
111110100     9     13.11217628860094 
110111011     9     13.198298978340862 
011111101     9     13.356268125365602 
111011011     9     13.506993238714902 
111111000     9     13.539019819167716 
101111101     9     13.628480347985507 
011111110     9     13.991942615757168 
111100111     9     14.113202406355704 
110111101     9     14.206333318202686 
101111110     9     14.26415483837707 
111011101     9     14.515027578576728 
111101011     9     14.54004593692248 
110111110     9     14.84200780859425 
111110011     9     14.932569073485306 
111011110     9     15.150702068968291 
111101101     9     15.548080276784304 
111110101     9     15.94060341334713 
111101110     9     16.18375476717587 
111111001     9     16.367446943913908 
111110110     9     16.576277903738696 
011111111     9     16.820369740503356 
111111010     9     17.00312143430547 
101111111     9     17.092581963123262 
110111111     9     17.67043493334044 
111011111     9     17.97912919371448 
111111100     9     18.011155774167296 
111101111     9     19.01218189192206 
111110111     9     19.404705028484887 
111111011     9     19.83154855905166 
111111101     9     20.839582898913484 
111111110     9     21.47525738930505 
111111111     9     24.303684514051238 
********************************************************************************
For n = 10
1010010110     5     0.00814157535066995 
1101100000     6     0.010418506751617596 
0010111100     5     0.021608073701197217 
1100011001     5     0.07152283814578686 
0011110001     5     0.11216933859225131 
0110100101     5     0.14286786429973208 
0110011010     5     0.17233318705049516 
0101100110     5     0.200689384474118 
1001101001     5     0.25451034351628143 
0100011111     4     0.26179371586828637 
1100010110     5     0.28035379797057436 
0100111100     5     0.2938202963211012 
0011011100     5     0.33030233407523735 
0011101010     5     0.35532069242098974 
0101110001     5     0.3843815612121553 
1010100101     5     0.4055197831666839 
1010011010     5     0.4349851059174461 
0001101111     4     0.44478122123878183 
0111000101     5     0.45156212467377355 
1001100110     5     0.46334130334106893 
1000011111     4     0.5244456347352378 
1110000011     5     0.5562448965159823 
1000111100     5     0.5564722151880526 
0110101001     5     0.5697113948665082 
1110100000     6     0.5882714769687971 
0101011100     5     0.6025145566951409 
0101101010     5     0.6275329150408933 
1001110001     5     0.6470334800791067 
1100100101     5     0.6777320057865883 
1100011010     5     0.7071973285373505 
1011000101     5     0.7142140435407249 
0011110010     5     0.7478438289838154 
0110100110     5     0.7785423546912957 
1010101001     5     0.8323633137334601 
0001110111     4     0.8373043578016075 
1001011100     5     0.8651664755620923 
0111001001     5     0.8784056552405497 
1001101010     5     0.8901848339078446 
1111000000     6     0.8969657373428368 
0110110001     5     0.9622345314293339 
1101000101     5     0.9864262661606289 
0101110010     5     1.020056051603719 
0010101111     4     1.0226341914559613 
1010100110     5     1.0411942735582476 
0111000110     5     1.0872366150653372 
1100101001     5     1.1045755363533645 
1011001001     5     1.141057574107501 
0110011100     5     1.1803675269123195 
0110101010     5     1.2053858852580719 
1010110001     5     1.2248864502962857 
0001111011     4     1.2641478883683837 
0111010001     5     1.2709287918033754 
1001110010     5     1.2827079704706703 
0100101111     4     1.2948464140758649 
1100100110     5     1.313406496178152 
0011001111     4     1.331328451830001 
1011000110     5     1.3498885339322886 
0011101100     5     1.3633550322828158 
1101001001     5     1.413269796727405 
0010110111     4     1.415157328018787 
1010011100     5     1.4430194457792713 
1010101010     5     1.4680378041250237 
1100110001     5     1.4970986729161901 
0111001010     5     1.5140801456321134 
1011010001     5     1.5335807106703268 
1000101111     4     1.5574983329428163 
1110000101     5     1.5642792363778084 
0110110010     5     1.5979090218208976 
0101001111     4     1.6035406744499046 
1101000110     5     1.6221007565521925 
0101101100     5     1.6355672549027194 
0100110111     4     1.6873695506386905 
1100011100     5     1.7152316683991757 
0011010111     4     1.7238515883928267 
1100101010     5     1.7402500267449281 
0011110100     5     1.7558781688456415 
1011001010     5     1.7767320644990647 
1101010001     5     1.8057929332902307 
0010111011     4     1.8420008585855632 
1010110010     5     1.8605609406878494 
1001001111     4     1.866192593316856 
1001101100     5     1.8982191737696708 
0111010010     5     1.906603282194939 
1000110111     4     1.950021469505642 
1110001001     5     1.9911227669445846 
0101010111     4     1.9960638110127302 
0101110100     5     2.028090391465545 
1101001010     5     2.0489442871189687 
0100111011     4     2.1142130812054667 
1100110010     5     2.132773163307754 
0011011011     4     2.150695118959603 
1011010010     5     2.1692552010618904 
0110001111     4     2.181393644667083 
0011111000     5     2.1827216994124177 
1110000110     5     2.199953726769372 
0110101100     5     2.213420225119898 
1001010111     4     2.2587157298796816 
0001111101     4     2.272182228230208 
1001110100     5     2.2907423103324964 
0111100001     5     2.303981490010952 
1000111011     4     2.376865000072418 
1110010001     5     2.3836459035074102 
0101011011     4     2.4229073415795064 
1101010010     5     2.4414674236817944 
1010001111     4     2.444045563534035 
0101111000     5     2.454933922032321 
1010101100     5     2.476072143986849 
0111001100     5     2.5221144854939377 
1011100001     5     2.5666334088779035 
0110010111     4     2.573916781229909 
0110110100     5     2.6059433616827237 
1110001010     5     2.626797257336148 
1001011011     4     2.6855592604464578 
1100001111     4     2.7162577861539394 
1001111000     5     2.7175858408992726 
1100101100     5     2.7482843666067533 
0011100111     4     2.756904286600405 
1011001100     5     2.784766404360889 
1010010111     5     2.8365687000968607 
1101100001     6     2.8388456314978074 
0010111101     5     2.8500351984473875 
1010110100     5     2.8685952805496746 
0001111110     4     2.9078567186217716 
0111010100     5     2.9146376220567634 
0111100010     5     2.9396559804025157 
0110011011     5     3.000760311796685 
1110010010     5     3.019320393898974 
0101100111     5     3.0291165092203087 
0110111000     5     3.0327868922495 
1101001100     5     3.056978626980793 
1100010111     5     3.108780922716765 
0100111101     5     3.122247421067291 
1100110100     5     3.140807503169579 
0011011101     5     3.158729458821429 
1011010100     5     3.177289540923715 
0011101011     5     3.1837478171671814 
1011100010     5     3.2023078992694676 
1010011011     5     3.263412230663637 
1001100111     5     3.29176842808726 
1010111000     5     3.2954388111164508 
0111011000     5     3.3414811526235395 
1000111101     5     3.3848993399342424 
1110100001     6     3.416698601714987 
0101011101     5     3.4309416814413325 
1101010100     5     3.4495017635436196 
0101101011     5     3.455960039787085 
1101100010     6     3.474520121889372 
0010111110     5     3.485709688838951 
1100011011     6     3.5356244532835412 
1100111000     5     3.567651033736355 
0011110011     6     3.576270953730007 
1011011000     5     3.6041330714904913 
0110100111     6     3.6069694794374874 
1110001100     5     3.634831597197972 
1001011101     5     3.693593600308284 
1001101011     6     3.7186119586540363 
1111000001     6     3.725392862089028 
0100111110     5     3.7579219114588547 
0011011110     5     3.7944039492129926 
0101110011     6     3.8484831763499106 
1010100111     6     3.8696213983044383 
1101011000     5     3.8763452941103957 
0111000111     6     3.915663739811527 
0111100100     5     3.947690320264342 
0110011101     5     4.008794651658511 
1000111110     5     4.020573830325806 
1110010100     5     4.027354733760798 
0110101011     6     4.0338130100042635 
1110100010     6     4.05237309210655 
0101011110     5     4.066616171832895 
1001110011     6     4.111135095216862 
1100100111     6     4.141833620924343 
1011000111     6     4.178315658678478 
0011101101     5     4.191782157029006 
1011100100     5     4.210342239131293 
1010011101     5     4.2714465705254625 
1010101011     6     4.296464928871215 
1001011110     5     4.329268090699847 
0111001011     6     4.342507270378303 
1111000010     6     4.361067352480592 
0111101000     5     4.374533850831118 
0110110011     6     4.426336146567089 
1101000111     6     4.450527881298383 
1110011000     5     4.454198264327574 
0101101101     5     4.463994379648908 
1101100100     6     4.482554461751198 
1100011101     6     4.543658793145367 
1100101011     6     4.568677151491119 
0011110101     6     4.584305293591831 
1011001011     6     4.605159189245255 
1011101000     5     4.637185769698069 
0110011110     6     4.644469142050075 
1010110011     6     4.688988065434041 
1001101101     6     4.72664629851586 
0111010011     6     4.735030406941129 
0111110000     5     4.767056987393944 
0011101110     6     4.827456647420569 
0101110101     6     4.856517516211734 
1101001011     6     4.877371411865159 
1010011110     7     4.907121060917026 
1101101000     6     4.909397992317974 
1100110011     6     4.961200288053945 
1011010011     6     4.99768232580808 
0011111001     6     5.0111488241586075 
1110000111     7     5.0283808515155615 
1011110000     5     5.029708906260895 
0110101101     7     5.041847349866088 
1110100100     6     5.060407431968376 
0101101110     7     5.099668870040472 
1001110101     6     5.119169435078685 
1100011110     7     5.179333283536931 
0011110110     6     5.219979783983395 
1101010011     6     5.269894548427985 
0101111001     6     5.28336104677851 
1101110000     6     5.3019211288807995 
1010101101     7     5.304499268733039 
0111001101     7     5.350541610240129 
1001101110     7     5.362320788907423 
1111000100     6     5.369101692342416 
0110110101     7     5.4343704864289135 
1110001011     7     5.455224382082338 
1110101000     6     5.487250962535152 
0101110110     7     5.492192006603298 
1001111001     7     5.5460129656454615 
1100101101     7     5.576711491352944 
1011001101     7     5.613193529107081 
0011111010     7     5.646823314550171 
0110101110     7     5.6775218402576515 
1010110101     7     5.697022405295865 
0001111111     8     5.7362838433679615 
0111010101     7     5.743064746802955 
1001110110     7     5.754843925470249 
0111100011     6     5.768083105148707 
1111001000     6     5.795945222909192 
1110010011     7     5.847747518645163 
0110111001     7     5.86121401699569 
1110110000     6     5.879774099097978 
1101001101     7     5.885405751726985 
0101111010     7     5.919035537170074 
1010101110     7     5.940173759124603 
1100110101     7     5.969234627915769 
0111001110     7     5.986216100631693 
1011010101     7     6.005716665669906 
1011100011     6     6.030735024015659 
0110110110     7     6.070044976820477 
1010111001     7     6.123865935862641 
0111011001     7     6.169908277369731 
1001111010     7     6.181687456037025 
1111010000     6     6.188468359472018 
1100101110     7     6.212385981744507 
1011001110     7     6.248868019498644 
1101010101     7     6.277928888289811 
1101100011     6     6.302947246635563 
0010111111     8     6.314136813585143 
1010110110     8     6.3326968956874286 
0111010110     7     6.378739237194519 
1100111001     8     6.3960781584825455 
1011011001     7     6.4325601962366825 
1110001101     7     6.463258721944164 
0110111010     8     6.496888507387253 
1101001110     7     6.521080242118549 
0100111111     9     6.586349036205045 
1100110110     8     6.604909118307333 
0011011111     8     6.6228310739591825 
1011010110     8     6.64139115606147 
0011111100     9     6.654857654411997 
1101011001     8     6.704772418856587 
1010111010     8     6.759540426254205 
0111100101     8     6.776117445010532 
0111011010     8     6.805582767761295 
1000111111     9     6.849000955071997 
1110010101     7     6.855781858506989 
1110100011     7     6.880800216852742 
0101011111     9     6.895043296579085 
1101010110     8     6.913603378681374 
0101111100     9     6.9270698770319 
1100111010     8     7.031752648874109 
1011100101     8     7.038769363877483 
1011011010     8     7.068234686628246 
1110001110     7     7.098933212335727 
1001011111     9     7.1576952154460365 
1111000011     7     7.1894944772267815 
1001111100     9     7.189721795898851 
0111101001     8     7.202960975577308 
1111100000     8     7.221521057679596 
1110011001     8     7.282625389073765 
1101100101     8     7.3109815864973875 
1101011010     8     7.340446909248151 
0111100110     9     7.411791935402095 
1011101001     9     7.465612894444259 
0110011111     9     7.472896266796265 
1110010110     9     7.491456348898552 
0110111100     10     7.504922847249079 
0111110001     10     7.5954841121401335 
0011101111     10     7.655883772166761 
1011100110     9     7.674443854269047 
1010011111     9     7.735548185663216 
1101101001     9     7.737825117064164 
1010111100     10     7.767574766116031 
0111011100     10     7.813617107623119 
0111101010     10     7.8386354659688715 
1011110001     10     7.858136031007085 
1110100101     10     7.888834556714566 
1110011010     10     7.918299879465329 
0101101111     10     7.928095994786664 
1101100110     10     7.946656076888952 
1100011111     10     8.00776040828312 
1100111100     10     8.039786988735935 
0011110111     10     8.048406908729586 
1011011100     10     8.07626902649007 
1011101010     10     8.101287384835825 
1101110001     10     8.13034825362699 
1001101111     10     8.190747913653617 
1111000101     10     8.197528817088607 
0111110010     10     8.231158602531696 
1110101001     10     8.315678087281341 
0101110111     10     8.320619131349488 
1101011100     10     8.348481249109975 
1101101010     10     8.373499607455727 
0011111011     10     8.475250439296364 
1011110010     10     8.49381052139865 
0110101111     10     8.505948965003842 
1110100110     10     8.524509047106129 
1001110111     10     8.583271050216442 
1111001001     10     8.624372347655385 
1110110001     10     8.708201223844167 
0101111011     10     8.747462661916266 
1101110010     10     8.766022744018553 
1010101111     10     8.768600883870796 
0111001111     10     8.814643225377882 
1111000110     10     8.833203307480172 
0111101100     10     8.846669805830697 
0110110111     10     8.898472101566668 
1110011100     10     8.926334219327153 
1110101010     10     8.951352577672907 
1001111011     10     9.010114580783217 
1111010001     10     9.01689548421821 
1100101111     10     9.040813106490699 
1011001111     10     9.077295144244836 
1011101100     10     9.10932172469765 
1010110111     10     9.161124020433622 
0111010111     10     9.207166361940708 
0111110100     10     9.239192942393522 
1111001010     10     9.260046838046947 
0110111011     10     9.325315632133446 
1110110010     10     9.343875714235732 
1101001111     10     9.349507366864739 
1101101100     10     9.381533947317553 
1100110111     10     9.433336243053525 
1011010111     10     9.469818280807662 
0011111101     10     9.483284779158186 
1011110100     10     9.501844861260476 
1010111011     10     9.587967551000396 
0111011011     10     9.634009892507486 
1111010010     10     9.652569974609772 
0111111000     10     9.6660364729603 
1101010111     10     9.742030503427564 
0101111101     10     9.755497001778089 
1101110100     10     9.774057083880379 
1100111011     10     9.8601797736203 
1011011011     10     9.896661811374436 
1110001111     10     9.927360337081918 
1011111000     10     9.92868839182725 
1110101100     10     9.959386917534733 
